tripinfo_arrival;tripinfo_waitSteps;tripinfo_vType;tripinfo_depart;tripinfo_routeLength;tripinfo_vaporized;tripinfo_duration;tripinfo_arrivalSpeed;tripinfo_devices;tripinfo_departPos;tripinfo_departDelay;tripinfo_timeLoss;tripinfo_departLane;tripinfo_departSpeed;tripinfo_arrivalPos;tripinfo_rerouteNo;tripinfo_id;tripinfo_arrivalLane;personinfo_depart;personinfo_id;stop_arrival;walk_arrival;ride_arrival;ride_depart
3269.00;52;passenger;3095.00;727.28;;174.00;10.73;tripinfo_veh4694 routing_veh4694;5.10;0.79;96.13;30417375_1;0.00;9.81;1;veh4694;324579707_1;;;;;;
3269.00;75;passenger;2847.00;2728.10;;422.00;10.76;tripinfo_veh4319 routing_veh4319;5.10;-0.02;139.41;-182175783_1;0.00;43.06;1;veh4319;177308069#2_1;;;;;;
3270.00;0;passenger;2963.00;2899.57;;307.00;10.12;tripinfo_veh4496 routing_veh4496;5.10;-0.69;55.03;30530306#3_1;0.00;25.25;1;veh4496;-180878324_1;;;;;;
3272.00;17;passenger;2868.00;5509.48;;404.00;12.61;tripinfo_veh4351 routing_veh4351;5.10;-0.11;71.10;-304384067#0_1;0.00;8.18;1;veh4351;181737753_1;;;;;;
3273.00;35;passenger;2808.00;4704.52;;465.00;10.24;tripinfo_veh4261 routing_veh4261;5.10;-0.79;116.95;187567451_1;0.00;49.73;1;veh4261;37174471_1;;;;;;
3273.00;18;passenger;3098.00;1251.47;;175.00;13.33;tripinfo_veh4700 routing_veh4700;5.10;-0.17;52.34;30416841#4_1;0.00;293.10;1;veh4700;194799786#2_1;;;;;;
3274.00;54;passenger;2893.00;5058.57;;381.00;10.16;tripinfo_veh4389 routing_veh4389;5.10;-0.16;90.02;-266666409#3_1;0.00;17.83;1;veh4389;239843988#2_2;;;;;;
3275.00;62;passenger;3034.00;1242.76;;241.00;7.95;tripinfo_veh4516 routing_veh4516;5.10;57.12;103.23;177308054#8_1;0.00;1.68;3;veh4516;37174473#1_1;;;;;;
3276.00;0;passenger;2979.00;2836.61;;297.00;10.19;tripinfo_veh4520 routing_veh4520;5.10;-0.52;35.80;30533880#2_1;0.00;54.78;1;veh4520;30567637#3_1;;;;;;
3276.00;71;passenger;2967.00;1742.34;;309.00;10.22;tripinfo_veh4502 routing_veh4502;5.10;-0.65;118.27;-180762419#0_1;0.00;50.71;1;veh4502;30416834#0_1;;;;;;
3276.00;419;passenger;2363.00;6889.56;;913.00;22.16;tripinfo_veh3585 routing_veh3585;5.10;-0.18;501.17;177068340_1;0.00;600.33;1;veh3585;176908065#1_0;;;;;;
3277.00;79;passenger;2859.00;3697.51;;418.00;12.99;tripinfo_veh4338 routing_veh4338;5.10;-0.54;141.88;-37180735#0_0;0.00;15.34;1;veh4338;38923609#0_1;;;;;;
3277.00;98;passenger;2943.00;2856.28;;334.00;11.07;tripinfo_veh4466 routing_veh4466;5.10;-0.92;139.06;33127321#0_1;0.00;65.31;1;veh4466;37180984#4_1;;;;;;
3278.00;0;passenger;3145.00;1086.33;;133.00;10.27;tripinfo_veh4770 routing_veh4770;5.10;0.69;20.72;30533575#3_1;0.00;6.98;1;veh4770;237095113#0_1;;;;;;
3278.00;0;passenger;3106.00;1610.50;;172.00;11.07;tripinfo_veh4712 routing_veh4712;5.10;-0.08;25.80;324985727#2_1;0.00;13.52;1;veh4712;205403436_1;;;;;;
3278.00;46;passenger;2777.00;3532.57;;501.00;10.82;tripinfo_veh4213 routing_veh4213;5.10;-0.15;117.06;171772286#1_1;0.00;71.80;1;veh4213;37720475_1;;;;;;
3278.00;27;passenger;3053.00;2058.74;;225.00;9.83;tripinfo_veh4627 routing_veh4627;5.10;2.95;67.29;-304384067#0_1;0.00;82.88;1;veh4627;30167007_1;;;;;;
3279.00;118;passenger;2754.00;4029.36;;525.00;10.46;tripinfo_veh4178 routing_veh4178;0.25;-0.07;196.64;175999129#2_1;0.00;39.77;1;veh4178;171677012#4_1;;;;;;
3282.00;6;passenger;3084.00;2934.53;;198.00;11.34;tripinfo_veh4680 routing_veh4680;0.20;-0.98;33.66;177308047_0;0.00;23.52;1;veh4680;266666395#1_1;;;;;;
3282.00;43;passenger;3115.00;766.36;;167.00;7.51;tripinfo_veh4726 routing_veh4726;5.10;-0.31;85.11;176954448_1;0.00;0.20;1;veh4726;181737750#1_1;;;;;;
3283.00;0;passenger;3091.00;1768.88;;192.00;11.00;tripinfo_veh4690 routing_veh4690;1.68;-0.58;25.00;37174473#1_1;0.00;9.67;1;veh4690;30801995#4_3;;;;;;
3284.00;92;passenger;3011.00;1432.45;;273.00;13.83;tripinfo_veh4568 routing_veh4568;5.10;-0.16;134.50;37394816#7_1;0.00;363.21;1;veh4568;194799743#3_1;;;;;;
3284.00;0;passenger;2957.00;4858.40;;327.00;11.07;tripinfo_veh4487 routing_veh4487;5.10;-0.76;27.00;29019892#6_1;0.00;1187.05;1;veh4487;184796749#7_1;;;;;;
3290.00;12;passenger;2998.00;2104.17;;292.00;13.89;tripinfo_veh4549 routing_veh4549;5.10;-0.63;66.68;30567637#2_1;0.00;53.12;1;veh4549;37347752_1;;;;;;
3291.00;114;passenger;3023.00;879.40;;268.00;1.85;tripinfo_veh4586 routing_veh4586;5.10;-0.02;158.78;30416961#6_1;0.00;23.41;1;veh4586;37355824_0;;;;;;
3292.00;62;passenger;2922.00;2910.85;;370.00;9.91;tripinfo_veh4434 routing_veh4434;5.10;-0.83;116.87;-30616901_1;0.00;4.95;1;veh4434;30993606#4_1;;;;;;
3294.00;16;passenger;2932.00;3602.44;;362.00;10.24;tripinfo_veh4449 routing_veh4449;5.10;-0.71;81.38;175999088#1_1;0.00;64.23;1;veh4449;37180980#0_1;;;;;;
3294.00;56;passenger;2876.00;3818.56;;418.00;9.80;tripinfo_veh4363 routing_veh4363;5.10;-0.02;126.35;37180732#0_0;0.00;0.47;1;veh4363;38923009#1_1;;;;;;
3297.00;74;passenger;2946.00;3426.00;;351.00;10.31;tripinfo_veh4470 routing_veh4470;5.10;-0.56;131.21;205013604#3_1;0.00;65.84;1;veh4470;30616910#0_1;;;;;;
3297.00;66;truck;2926.00;2313.59;;371.00;12.08;tripinfo_truck370 routing_truck370;7.20;-0.78;130.07;30598847#0_1;0.00;0.20;1;truck370;37343413_0;;;;;;
3298.00;0;passenger;3175.00;963.74;;123.00;10.60;tripinfo_veh4818 routing_veh4818;1.16;-0.95;20.40;30616857_1;0.00;106.17;1;veh4818;37356412#1_1;;;;;;
3299.00;21;passenger;3015.00;2020.16;;284.00;10.83;tripinfo_veh4575 routing_veh4575;5.10;-0.77;61.02;175999120#1_1;0.00;13.17;1;veh4575;169013928#4_1;;;;;;
3299.00;0;passenger;3154.00;1449.45;;145.00;10.01;tripinfo_veh4785 routing_veh4785;5.10;-0.20;15.77;30417941#1_3;0.00;49.21;1;veh4785;171874524#2_1;;;;;;
3301.00;0;passenger;3187.00;1076.52;;114.00;13.61;tripinfo_veh4836 routing_veh4836;5.10;-0.82;17.22;324041275_1;0.00;35.01;1;veh4836;266666384_1;;;;;;
3301.00;36;passenger;3173.00;747.51;;128.00;10.63;tripinfo_veh4814 routing_veh4814;5.10;-0.32;63.01;177338964_0;0.00;40.60;1;veh4814;177308054#1_1;;;;;;
3302.00;62;passenger;3083.00;957.44;;219.00;4.21;tripinfo_veh4678 routing_veh4678;5.10;-0.67;116.22;-194799782#0_1;0.00;17.45;1;veh4678;177308116_0;;;;;;
3304.00;52;truck;2990.00;2801.78;;314.00;8.16;tripinfo_truck378 routing_truck378;7.20;-0.06;129.44;37347754#2_1;0.00;5.91;1;truck378;268408771#1_1;;;;;;
3304.00;12;passenger;3206.00;591.13;;98.00;13.08;tripinfo_veh4864 routing_veh4864;5.10;-0.27;34.67;156437791#0_1;0.00;57.18;1;veh4864;194799780#3_1;;;;;;
3305.00;94;passenger;2903.00;3009.20;;402.00;10.46;tripinfo_veh4405 routing_veh4405;5.10;-0.71;148.41;324752780#0_1;0.00;15.27;1;veh4405;324994579#3_1;;;;;;
3306.00;0;truck;3172.00;1056.96;;134.00;10.74;tripinfo_truck401 routing_truck401;7.20;0.00;19.21;30530306#4_1;0.00;7.90;1;truck401;182857087#3_1;;;;;;
3306.00;6;passenger;3043.00;2281.51;;263.00;13.77;tripinfo_veh4616 routing_veh4616;5.10;0.20;54.72;30598581#1_1;0.00;70.20;1;veh4616;38923236#1_1;;;;;;
3307.00;122;passenger;2706.00;5289.65;;601.00;13.42;tripinfo_veh4106 routing_veh4106;5.10;-0.61;220.74;175999092#0_1;0.00;252.30;1;veh4106;266641404_1;;;;;;
3308.00;62;passenger;2952.00;2571.18;;356.00;10.14;tripinfo_veh4479 routing_veh4479;5.10;-0.49;125.96;32761348#3_1;0.00;373.47;1;veh4479;34878500#0_1;;;;;;
3309.00;43;passenger;2953.00;4569.55;;356.00;10.09;tripinfo_veh4480 routing_veh4480;1.61;-0.15;87.24;32644569#0_2;0.00;5.75;1;veh4480;324041275_1;;;;;;
3309.00;101;passenger;3007.00;1249.34;;302.00;13.55;tripinfo_veh4562 routing_veh4562;5.10;-0.20;166.27;-324751748#7_1;0.00;10.53;1;veh4562;194799782#0_1;;;;;;
3310.00;0;passenger;3177.00;1101.52;;133.00;10.91;tripinfo_veh4820 routing_veh4820;5.10;-0.27;16.44;38060316#1_0;0.00;23.71;1;veh4820;37503196#1_1;;;;;;
3310.00;28;passenger;3022.00;2587.42;;288.00;12.65;tripinfo_veh4585 routing_veh4585;5.10;-0.36;82.48;176910667#4_2;0.00;66.33;1;veh4585;-279549606#0_1;;;;;;
3310.00;24;passenger;3117.00;1139.42;;193.00;11.04;tripinfo_veh4729 routing_veh4729;4.69;-0.28;70.42;-324579707_1;0.00;119.95;1;veh4729;-101940018_1;;;;;;
3311.00;87;passenger;2864.00;3729.18;;447.00;8.40;tripinfo_veh4346 routing_veh4346;5.10;-0.82;166.67;30533318#1_1;0.00;0.20;1;veh4346;-268408771#0_1;;;;;;
3312.00;31;passenger;3185.00;681.96;;127.00;10.93;tripinfo_veh4832 routing_veh4832;5.10;-0.18;51.50;37174473#0_1;0.00;35.90;1;veh4832;30417705#3_1;;;;;;
3312.00;79;passenger;2905.00;3258.42;;407.00;10.75;tripinfo_veh4408 routing_veh4408;5.10;-0.69;159.26;37180988#1_1;0.00;43.17;1;veh4408;-324752524_1;;;;;;
3314.00;0;passenger;3034.00;2702.52;;280.00;10.43;tripinfo_veh4604 routing_veh4604;5.10;-0.89;50.52;171720609#2_1;0.00;21.32;1;veh4604;37394816#6_1;;;;;;
3314.00;77;passenger;2922.00;2336.42;;392.00;10.97;tripinfo_veh4433 routing_veh4433;5.10;-0.17;141.73;69221692#7_1;0.00;46.09;1;veh4433;37180290#1_1;;;;;;
3314.00;2;truck;3021.00;3094.36;;293.00;10.81;tripinfo_truck382 routing_truck382;7.20;-0.70;70.75;-335278788#1_1;0.00;82.68;1;truck382;30417335#4_1;;;;;;
3315.00;0;passenger;3267.00;370.17;;48.00;10.85;tripinfo_veh4957 routing_veh4957;4.25;-0.58;8.47;184162395#2_1;0.00;62.17;1;veh4957;30533752#4_1;;;;;;
3315.00;0;passenger;3084.00;2208.37;;231.00;12.71;tripinfo_veh4679 routing_veh4679;5.10;-0.33;29.68;304384074_1;0.00;217.63;1;veh4679;-194828057#0_1;;;;;;
3317.00;42;passenger;2893.00;5132.90;;424.00;13.42;tripinfo_veh4390 routing_veh4390;5.10;-0.82;96.56;176910669#0_1;0.00;7.75;1;veh4390;324985131_1;;;;;;
3317.00;0;passenger;2996.00;3176.24;;321.00;10.37;tripinfo_veh4546 routing_veh4546;5.10;-0.65;47.11;-324751770#3_1;0.00;44.17;1;veh4546;169015057#0_1;;;;;;
3317.00;0;passenger;2858.00;3920.97;;459.00;10.68;tripinfo_veh4337 routing_veh4337;5.10;-0.88;92.14;30598946#2_1;0.00;66.10;1;veh4337;33128300_1;;;;;;
3318.00;54;passenger;2854.00;4126.36;;464.00;9.95;tripinfo_veh4331 routing_veh4331;5.10;-0.93;121.29;30418155#1_1;0.00;31.71;1;veh4331;202278346#2_1;;;;;;
3318.00;0;passenger;2997.00;3287.74;;321.00;9.95;tripinfo_veh4548 routing_veh4548;5.10;-0.97;60.16;30417973#12_1;0.00;17.76;1;veh4548;177308119#2_1;;;;;;
3318.00;79;passenger;2578.00;5039.90;;740.00;10.77;tripinfo_veh3911 routing_veh3911;5.10;-0.07;201.88;169051258#1_1;0.00;143.78;1;veh3911;-324985147#1_1;;;;;;
3319.00;0;passenger;3255.00;510.11;;64.00;10.75;tripinfo_veh4939 routing_veh4939;2.66;-0.71;11.22;-268307751_1;0.00;21.82;1;veh4939;38060293#1_1;;;;;;
3320.00;24;truck;2950.00;2865.64;;370.00;10.72;tripinfo_truck373 routing_truck373;7.20;-0.51;107.79;324751736_1;0.00;298.81;1;truck373;33128044_1;;;;;;
3320.00;0;passenger;3225.00;647.18;;95.00;10.09;tripinfo_veh4893 routing_veh4893;5.10;-0.39;21.85;38060331_1;0.00;0.96;1;veh4893;-304384067#1_1;;;;;;
3321.00;0;passenger;3171.00;1427.49;;150.00;9.84;tripinfo_veh4809 routing_veh4809;5.10;0.98;18.85;30417941#6_1;0.00;21.84;1;veh4809;37343419_1;;;;;;
3323.00;8;passenger;3112.00;2378.93;;211.00;10.21;tripinfo_veh4721 routing_veh4721;5.10;-0.01;43.86;30802013#0_1;0.00;54.23;1;veh4721;324996450#1_1;;;;;;
3324.00;8;passenger;2981.00;3724.90;;343.00;10.75;tripinfo_veh4519 routing_veh4519;0.20;2.14;62.67;324985139_1;0.00;37.76;2;veh4519;37180459#4_1;;;;;;
3324.00;110;truck;3037.00;1578.04;;287.00;6.09;tripinfo_truck384 routing_truck384;7.20;-0.52;173.49;37343420#0_1;0.00;0.22;1;truck384;30598958#0_1;;;;;;
3324.00;0;passenger;3141.00;1382.83;;183.00;8.56;tripinfo_veh4765 routing_veh4765;5.10;-0.02;41.39;266666359_1;0.00;5.75;1;veh4765;324041275_1;;;;;;
3325.00;43;truck;3061.00;1310.17;;264.00;11.04;tripinfo_truck387 routing_truck387;7.20;-0.25;118.09;37394816#2_1;0.00;45.28;1;truck387;324578415#1_1;;;;;;
3326.00;0;passenger;3160.00;1244.21;;166.00;10.81;tripinfo_veh4795 routing_veh4795;5.10;-0.79;30.91;37503197_1;0.00;47.92;1;veh4795;30919063#4_1;;;;;;
3326.00;32;passenger;2951.00;3674.72;;375.00;10.52;tripinfo_veh4477 routing_veh4477;5.10;-0.17;82.77;37394607#0_1;0.00;48.15;1;veh4477;180242033#1_1;;;;;;
3328.00;76;passenger;2964.00;2324.78;;364.00;10.03;tripinfo_veh4497 routing_veh4497;5.10;-0.35;138.78;40577572#0_1;0.00;7.48;1;veh4497;69103370#5_1;;;;;;
3328.00;103;passenger;2945.00;3151.26;;383.00;11.10;tripinfo_veh4468 routing_veh4468;5.10;-0.24;162.95;30416934#5_1;0.00;101.67;1;veh4468;38060340#1_1;;;;;;
3328.00;11;truck;2966.00;4929.28;;362.00;11.08;tripinfo_truck375 routing_truck375;3.43;-0.33;65.03;-266666409#0_1;0.00;400.61;1;truck375;30616970_1;;;;;;
3329.00;105;passenger;2926.00;2035.76;;403.00;10.50;tripinfo_veh4440 routing_veh4440;5.10;-0.78;186.37;194799780#1_1;0.00;78.67;1;veh4440;175999108#2_1;;;;;;
3330.00;0;passenger;3260.00;553.01;;70.00;10.45;tripinfo_veh4947 routing_veh4947;2.27;-0.99;10.59;176910665#1_1;0.00;140.14;1;veh4947;176908074#2_1;;;;;;
3330.00;22;passenger;2708.00;4008.41;;622.00;2.54;tripinfo_veh4109 routing_veh4109;5.10;-0.59;137.38;324994580#1_1;0.00;178.41;1;veh4109;37376904_0;;;;;;
3331.00;5;passenger;3092.00;1671.90;;239.00;9.95;tripinfo_veh4692 routing_veh4692;5.10;-0.90;53.93;-30533575#3_1;0.00;44.49;1;veh4692;177308054#2_1;;;;;;
3331.00;114;passenger;2874.00;2580.72;;457.00;10.45;tripinfo_veh4360 routing_veh4360;5.10;-0.05;176.01;37180984#0_1;0.00;79.62;1;veh4360;230844225_1;;;;;;
3331.00;19;passenger;3110.00;2443.88;;221.00;10.06;tripinfo_veh4719 routing_veh4719;5.10;-0.69;48.27;268556971_1;0.00;86.61;1;veh4719;182007938#6_1;;;;;;
3332.00;280;passenger;2705.00;2174.38;;627.00;10.61;tripinfo_veh4104 routing_veh4104;5.10;-0.29;392.79;-37180733#1_0;0.00;98.46;1;veh4104;171874524#0_1;;;;;;
3334.00;73;passenger;2785.00;4488.59;;549.00;10.41;tripinfo_veh4225 routing_veh4225;2.93;-0.06;174.81;324317005#1_1;0.00;63.35;1;veh4225;172021657#0_1;;;;;;
3334.00;140;passenger;2818.00;4030.33;;516.00;10.53;tripinfo_veh4276 routing_veh4276;5.10;-0.67;232.81;176910667#11_2;0.00;54.63;1;veh4276;-38060298_1;;;;;;
3335.00;97;passenger;2888.00;2601.03;;447.00;10.38;tripinfo_veh4382 routing_veh4382;5.10;-0.55;178.44;-182175783_1;0.00;32.03;1;veh4382;30564973#5_1;;;;;;
3335.00;53;passenger;2835.00;4790.25;;500.00;13.73;tripinfo_veh4301 routing_veh4301;5.10;-0.15;144.49;324317862#1_1;0.00;40.89;1;veh4301;266658730_1;;;;;;
3335.00;65;passenger;2672.00;6067.42;;663.00;12.63;tripinfo_veh4054 routing_veh4054;5.10;-0.34;150.83;38060305#3_1;0.00;65.04;1;veh4054;159080700_1;;;;;;
3335.00;61;passenger;2916.00;2861.53;;419.00;13.34;tripinfo_veh4425 routing_veh4425;5.10;-0.89;119.18;29062010_1;0.00;85.20;1;veh4425;33128052_1;;;;;;
3336.00;29;passenger;3104.00;2097.72;;232.00;10.07;tripinfo_veh4710 routing_veh4710;5.10;-0.76;68.78;171751484#2_1;0.00;21.35;1;veh4710;30416841#0_1;;;;;;
3336.00;99;passenger;3002.00;1652.99;;334.00;10.54;tripinfo_veh4555 routing_veh4555;5.10;-0.59;153.06;-30529779#0_1;0.00;23.02;1;veh4555;37174491#6_1;;;;;;
3336.00;2;passenger;3203.00;943.67;;133.00;10.32;tripinfo_veh4860 routing_veh4860;0.20;-0.64;31.76;324241990_1;0.00;26.85;1;veh4860;30598985#0_1;;;;;;
3336.00;1;passenger;3253.00;595.54;;83.00;10.20;tripinfo_veh4936 routing_veh4936;5.10;-0.74;20.09;37180459#1_1;0.00;93.49;1;veh4936;-180878327_1;;;;;;
3337.00;2;passenger;3156.00;1291.67;;181.00;10.36;tripinfo_veh4788 routing_veh4788;5.10;-0.18;38.58;351721396_1;0.00;30.86;1;veh4788;171699103#1_1;;;;;;
3338.00;63;passenger;2783.00;5019.55;;555.00;9.99;tripinfo_veh4223 routing_veh4223;5.10;-0.74;168.38;38923194#0_1;0.00;15.97;1;veh4223;-324751734#2_1;;;;;;
3338.00;0;passenger;3040.00;3938.24;;298.00;13.05;tripinfo_veh4613 routing_veh4613;5.10;-0.82;41.79;194799782#2_1;0.00;77.82;1;veh4613;180082654_1;;;;;;
3339.00;1;passenger;3087.00;2430.02;;252.00;10.30;tripinfo_veh4684 routing_veh4684;5.10;-0.62;34.74;30616910#0_1;0.00;66.10;1;veh4684;33128300_1;;;;;;
3340.00;0;passenger;3070.00;2346.30;;270.00;9.87;tripinfo_veh4658 routing_veh4658;5.10;-0.48;33.54;180878327_1;0.00;61.09;1;veh4658;32644569#10_2;;;;;;
3340.00;0;passenger;3193.00;1165.61;;147.00;13.65;tripinfo_veh4845 routing_veh4845;5.10;-0.75;24.40;324751739#2_1;0.00;72.38;1;veh4845;37180452_1;;;;;;
3341.00;11;passenger;3041.00;2024.55;;300.00;9.89;tripinfo_veh4614 routing_veh4614;5.10;-0.48;67.54;182857087#0_1;0.00;55.25;1;veh4614;30534013#2_1;;;;;;
3341.00;65;passenger;2880.00;4543.99;;461.00;13.66;tripinfo_veh4370 routing_veh4370;5.10;-0.64;142.92;37180895#1_1;0.00;145.84;1;veh4370;177338977_1;;;;;;
3341.00;52;passenger;2821.00;4705.77;;520.00;8.80;tripinfo_veh4280 routing_veh4280;5.10;-0.31;132.86;-325001081_1;0.00;0.69;1;veh4280;38923503#2_1;;;;;;
3342.00;0;passenger;3272.00;479.06;;70.00;10.34;tripinfo_veh4965 routing_veh4965;0.20;-0.85;15.39;175999085#0_1;0.00;80.03;1;veh4965;30418164_1;;;;;;
3343.00;0;truck;3211.00;846.25;;132.00;10.98;tripinfo_truck406 routing_truck406;7.20;-0.55;27.46;324751761#9_1;0.00;63.94;1;truck406;-30533575#6_1;;;;;;
3343.00;67;passenger;2836.00;5402.19;;507.00;4.35;tripinfo_veh4303 routing_veh4303;5.10;-0.47;132.79;29062008#5_1;0.00;82.59;1;veh4303;40755249#3_1;;;;;;
3344.00;39;passenger;3093.00;2270.90;;251.00;5.44;tripinfo_veh4693 routing_veh4693;5.10;-0.55;77.23;176954470#0_1;0.00;0.20;1;veh4693;181737750#0_1;;;;;;
3345.00;104;passenger;3098.00;1581.53;;247.00;13.88;tripinfo_veh4701 routing_veh4701;5.10;-0.83;143.78;37350431#2_1;0.00;50.07;1;veh4701;266666416#1_1;;;;;;
3347.00;47;passenger;3034.00;3963.20;;313.00;10.87;tripinfo_veh4603 routing_veh4603;5.10;-0.23;90.63;37350431#3_1;0.00;6.48;1;veh4603;32644569#4_1;;;;;;
3348.00;3;passenger;3270.00;569.19;;78.00;10.40;tripinfo_veh4961 routing_veh4961;5.10;-0.22;17.65;4526387#0_1;0.00;27.63;1;veh4961;30533350#2_1;;;;;;
3349.00;22;passenger;3063.00;2025.84;;286.00;10.54;tripinfo_veh4640 routing_veh4640;5.10;4.38;70.38;37174491#2_1;0.00;34.71;2;veh4640;30529779#6_1;;;;;;
3349.00;335;passenger;2655.00;4399.15;;694.00;10.96;tripinfo_veh4028 routing_veh4028;5.10;-0.20;405.72;-30616970_1;0.00;33.19;1;veh4028;38060280#4_1;;;;;;
3350.00;15;passenger;2978.00;3740.22;;372.00;12.71;tripinfo_veh4518 routing_veh4518;5.10;-0.20;91.25;37352070#1_1;0.00;27.81;1;veh4518;266658732_1;;;;;;
3350.00;102;passenger;2916.00;3051.09;;434.00;10.64;tripinfo_veh4424 routing_veh4424;5.10;-0.23;176.48;180762422#0_1;0.00;50.71;1;veh4424;30417973#11_1;;;;;;
3351.00;39;passenger;3008.00;2035.54;;343.00;10.76;tripinfo_veh4563 routing_veh4563;5.10;0.14;116.00;30533575#5_1;0.00;34.34;1;veh4563;-180762422#0_1;;;;;;
3354.00;17;passenger;3094.00;1796.51;;260.00;10.83;tripinfo_veh4695 routing_veh4695;5.10;-0.87;66.56;177308076_1;0.00;51.69;1;veh4695;30533523#1_1;;;;;;
3355.00;21;truck;3164.00;1147.35;;191.00;10.84;tripinfo_truck400 routing_truck400;7.20;-0.09;69.94;176908068#6_1;0.00;11.17;1;truck400;37174481#5_1;;;;;;
3356.00;51;passenger;2914.00;4343.14;;442.00;10.79;tripinfo_veh4421 routing_veh4421;5.10;-0.26;136.72;290617982#4_1;0.00;53.32;1;veh4421;37351132#4_1;;;;;;
3357.00;0;passenger;3289.00;608.91;;68.00;10.00;tripinfo_veh4991 routing_veh4991;5.10;-0.99;7.16;-33128056_1;0.00;65.95;1;veh4991;37180456#2_1;;;;;;
3357.00;70;passenger;2672.00;6902.76;;685.00;10.30;tripinfo_veh4055 routing_veh4055;5.10;-0.99;158.54;-259712946_1;0.00;169.01;1;veh4055;325001081_1;;;;;;
3358.00;46;passenger;3005.00;2419.56;;353.00;13.35;tripinfo_veh4559 routing_veh4559;5.10;-0.22;101.20;30533407#1_1;0.00;2.43;1;veh4559;207175677_1;;;;;;
3359.00;0;truck;3243.00;847.57;;116.00;12.13;tripinfo_truck410 routing_truck410;7.20;-0.19;28.16;37180459#0_1;0.00;8.89;1;truck410;176954448_1;;;;;;
3359.00;8;passenger;3213.00;1012.40;;146.00;13.75;tripinfo_veh4875 routing_veh4875;5.10;-0.53;36.50;-38060303#2_1;0.00;43.23;1;veh4875;266666397_1;;;;;;
3359.00;177;passenger;2796.00;3489.31;;563.00;10.79;tripinfo_veh4242 routing_veh4242;5.10;-0.26;265.64;30533523#9_1;0.00;49.39;1;veh4242;-324986671#0_1;;;;;;
3359.00;57;truck;3005.00;3173.03;;354.00;10.67;tripinfo_truck380 routing_truck380;1.22;-0.88;126.52;-205013604#1_1;0.00;105.87;1;truck380;37174474#1_1;;;;;;
3359.00;49;passenger;2889.00;4198.49;;470.00;12.88;tripinfo_veh4384 routing_veh4384;5.10;-0.87;133.04;180878328#0_1;0.00;3.12;1;veh4384;266666395#0_1;;;;;;
3362.00;42;passenger;3011.00;2217.04;;351.00;10.41;tripinfo_veh4569 routing_veh4569;5.10;-0.82;109.45;37394817#1_1;0.00;33.35;1;veh4569;56026350#2_1;;;;;;
3362.00;0;passenger;3167.00;1385.60;;195.00;10.86;tripinfo_veh4805 routing_veh4805;5.10;-0.38;42.71;38060298_1;0.00;91.01;1;veh4805;38044991_1;;;;;;
3364.00;0;passenger;3127.00;1884.16;;237.00;13.81;tripinfo_veh4745 routing_veh4745;5.10;-0.83;41.25;29019892#2_1;0.00;27.19;1;veh4745;324043272#2_1;;;;;;
3364.00;0;passenger;3212.00;1081.36;;152.00;12.96;tripinfo_veh4873 routing_veh4873;5.10;-0.21;33.95;37180987#5_1;0.00;31.69;1;veh4873;205013604#3_1;;;;;;
3364.00;0;passenger;3176.00;1378.63;;188.00;13.63;tripinfo_veh4819 routing_veh4819;5.10;-0.61;42.26;171698525#2_1;0.00;86.59;1;veh4819;-266666416#0_1;;;;;;
3364.00;0;passenger;3164.00;1804.87;;200.00;13.23;tripinfo_veh4801 routing_veh4801;1.83;-0.75;35.84;-268330663_1;0.00;120.05;1;veh4801;335278790_1;;;;;;
3366.00;50;passenger;3054.00;2319.12;;312.00;10.61;tripinfo_veh4634 routing_veh4634;5.10;-0.66;98.23;177308117#3_1;0.00;235.93;1;veh4634;169051263_1;;;;;;
3367.00;74;passenger;2994.00;3292.43;;373.00;10.82;tripinfo_veh4543 routing_veh4543;5.10;-0.68;138.59;177308069#6_1;0.00;34.43;1;veh4543;171770195#1_1;;;;;;
3367.00;16;passenger;3017.00;3434.76;;350.00;9.84;tripinfo_veh4578 routing_veh4578;5.10;-0.75;78.65;324985722#0_1;0.00;55.07;1;veh4578;37394167#1_1;;;;;;
3368.00;87;passenger;2908.00;3708.35;;460.00;9.86;tripinfo_veh4412 routing_veh4412;5.10;-0.32;173.09;-324752524_1;0.00;3.85;1;veh4412;279548233_1;;;;;;
3368.00;0;passenger;3319.00;385.44;;49.00;10.34;tripinfo_veh5035 routing_veh5035;2.25;0.00;8.46;175999074#1_1;0.00;38.05;1;veh5035;200916233#4_1;;;;;;
3368.00;17;passenger;2989.00;4206.26;;379.00;12.62;tripinfo_veh4535 routing_veh4535;5.10;-0.40;63.51;33128389#2_1;0.00;236.88;1;veh4535;37501148_1;;;;;;
3368.00;6;passenger;3113.00;2080.24;;255.00;10.29;tripinfo_veh4723 routing_veh4723;5.10;-0.33;39.12;-33128293#3_1;0.00;5.77;1;veh4723;324996451_1;;;;;;
3369.00;0;passenger;3261.00;808.88;;108.00;10.74;tripinfo_veh4946 routing_veh4946;5.10;0.67;20.55;175999108#1_1;0.00;10.47;1;veh4946;37180896#0_1;;;;;;
3369.00;14;passenger;3024.00;4842.77;;345.00;13.61;tripinfo_veh4588 routing_veh4588;5.10;-0.34;56.46;141779900_1;0.00;15.50;1;veh4588;-268673951_1;;;;;;
3369.00;85;truck;2847.00;5903.09;;522.00;13.28;tripinfo_truck360 routing_truck360;7.20;-0.68;172.29;324985132#2_1;0.00;12.03;1;truck360;324751772_1;;;;;;
