tripinfo_arrival;tripinfo_waitSteps;tripinfo_vType;tripinfo_depart;tripinfo_routeLength;tripinfo_vaporized;tripinfo_duration;tripinfo_arrivalSpeed;tripinfo_devices;tripinfo_departPos;tripinfo_departDelay;tripinfo_timeLoss;tripinfo_departLane;tripinfo_departSpeed;tripinfo_arrivalPos;tripinfo_rerouteNo;tripinfo_id;tripinfo_arrivalLane;personinfo_depart;personinfo_id;stop_arrival;walk_arrival;ride_arrival;ride_depart
369.00;0;passenger;205.00;1321.58;;164.00;9.43;tripinfo_veh312 routing_veh312;5.10;-0.67;27.97;266658728#1_1;0.00;2.15;1;veh312;268307751_1;;;;;;
371.00;0;truck;7.00;3394.11;;364.00;10.08;tripinfo_truck1 routing_truck1;7.20;-0.91;65.62;324751770#4_1;0.00;21.35;1;truck1;324317862#8_1;;;;;;
373.00;21;passenger;201.00;1163.59;;172.00;10.02;tripinfo_veh305 routing_veh305;5.10;-0.05;55.55;40577572#1_1;0.00;77.00;1;veh305;30416961#1_1;;;;;;
373.00;0;passenger;172.00;1504.88;;201.00;10.87;tripinfo_veh258 routing_veh258;5.10;1.93;35.57;-324985134#1_1;0.00;121.30;1;veh258;324241987_1;;;;;;
374.00;3;passenger;5.00;3706.90;;369.00;10.18;tripinfo_veh9 routing_veh9;5.10;-0.93;67.91;338958024#1_1;0.00;71.17;1;veh9;324751761#6_1;;;;;;
377.00;15;passenger;142.00;1749.40;;235.00;12.94;tripinfo_veh216 routing_veh216;5.10;-0.38;61.51;304384082#13_1;0.00;28.00;1;veh216;38922730#1_1;;;;;;
377.00;0;passenger;43.00;3645.31;;334.00;10.50;tripinfo_veh66 routing_veh66;5.10;-0.51;46.27;-266666409#3_1;0.00;57.72;1;veh66;33128045#3_1;;;;;;
378.00;0;passenger;292.00;644.73;;86.00;9.95;tripinfo_veh444 routing_veh444;5.10;-0.68;14.68;30919063#1_1;0.00;16.23;1;veh444;324985147#2_1;;;;;;
378.00;81;passenger;17.00;3535.05;;361.00;11.64;tripinfo_veh27 routing_veh27;5.10;-0.80;126.45;-37355824_0;0.00;14.49;1;veh27;324986673_1;;;;;;
379.00;49;passenger;71.00;2540.71;;308.00;10.30;tripinfo_veh108 routing_veh108;5.10;-0.19;105.70;30416800#0_1;0.00;56.02;1;veh108;32644646#2_2;;;;;;
379.00;0;passenger;198.00;1646.35;;181.00;11.09;tripinfo_veh301 routing_veh301;5.10;-0.41;21.77;172022404_1;0.00;1165.95;1;veh301;-324994585_1;;;;;;
380.00;0;passenger;211.00;1245.51;;169.00;8.95;tripinfo_veh321 routing_veh321;5.10;-0.60;36.46;29062008#8_1;0.00;3.85;1;veh321;279548233_1;;;;;;
381.00;2;passenger;277.00;697.45;;104.00;9.97;tripinfo_veh421 routing_veh421;5.10;-0.52;26.25;30417705#1_1;0.00;52.87;1;veh421;37164516#1_1;;;;;;
382.00;1;passenger;168.00;2095.81;;214.00;10.21;tripinfo_veh256 routing_veh256;4.70;-0.75;32.43;38060327#2_1;0.00;48.77;1;veh256;171874524#1_1;;;;;;
382.00;60;passenger;23.00;3504.70;;359.00;10.10;tripinfo_veh35 routing_veh35;5.10;-0.07;110.33;37350431#3_1;0.00;107.16;1;veh35;181737756_1;;;;;;
384.00;1;passenger;227.00;2378.75;;157.00;11.09;tripinfo_veh345 routing_veh345;5.10;-0.42;25.18;-194799780#3_1;0.00;3.43;1;veh345;266666409#0_1;;;;;;
384.00;53;passenger;77.00;1944.27;;307.00;10.99;tripinfo_veh117 routing_veh117;5.10;-0.12;98.68;194799743#2_1;0.00;62.38;1;veh117;30533752#0_1;;;;;;
385.00;1;passenger;103.00;1573.70;;282.00;2.07;tripinfo_veh157 routing_veh157;5.10;-0.49;56.74;37164516#3_1;0.00;178.41;1;veh157;37376904_0;;;;;;
386.00;0;passenger;115.00;2962.02;;271.00;13.27;tripinfo_veh175 routing_veh175;5.10;-0.36;34.77;324751756#2_1;0.00;8.18;1;veh175;181737753_1;;;;;;
386.00;0;passenger;164.00;2731.96;;222.00;9.88;tripinfo_veh248 routing_veh248;5.10;0.52;41.29;156437791#3_1;0.00;26.28;1;veh248;182007933_1;;;;;;
386.00;4;truck;55.00;2590.66;;331.00;9.28;tripinfo_truck7 routing_truck7;7.20;-0.37;88.26;37164509#1_0;0.00;24.04;1;truck7;-169017784#3_1;;;;;;
390.00;0;passenger;284.00;774.50;;106.00;10.64;tripinfo_veh432 routing_veh432;5.10;-0.77;22.59;172021657#2_1;0.00;25.59;1;veh432;37180987#5_1;;;;;;
392.00;31;passenger;35.00;3331.49;;357.00;10.14;tripinfo_veh54 routing_veh54;5.10;-0.60;84.30;37350431#2_1;0.00;0.20;1;veh54;177308056#0_1;;;;;;
393.00;21;passenger;124.00;3188.26;;269.00;10.57;tripinfo_veh159 routing_veh159;0.20;19.19;68.33;177308114#0_1;0.00;21.38;3;veh159;38060288#1_1;;;;;;
395.00;0;passenger;272.00;756.01;;123.00;11.73;tripinfo_veh414 routing_veh414;5.10;-0.90;35.44;324985138_1;0.00;22.22;1;veh414;266666411#1_1;;;;;;
396.00;0;passenger;296.00;797.25;;100.00;10.81;tripinfo_veh450 routing_veh450;5.10;-0.63;13.75;176910667#12_1;0.00;223.12;1;veh450;32644646#1_1;;;;;;
398.00;2;passenger;148.00;1956.72;;250.00;10.00;tripinfo_veh225 routing_veh225;5.10;-0.32;46.02;30416743#5_1;0.00;10.47;1;veh225;-37180896#0_1;;;;;;
398.00;11;passenger;82.00;3902.51;;316.00;10.70;tripinfo_veh125 routing_veh125;5.10;-0.40;47.41;-266666416#2_1;0.00;27.30;1;veh125;175793377_1;;;;;;
398.00;0;passenger;127.00;2170.40;;271.00;10.47;tripinfo_veh194 routing_veh194;5.10;-0.88;37.35;30598948#0_1;0.00;64.09;1;veh194;290404535#3_1;;;;;;
398.00;3;passenger;51.00;4968.05;;347.00;10.92;tripinfo_veh78 routing_veh78;5.10;-0.42;43.70;-266666413_1;0.00;400.61;1;veh78;30616970_1;;;;;;
399.00;78;passenger;98.00;1967.99;;301.00;13.35;tripinfo_veh149 routing_veh149;5.10;-0.22;117.25;177308051_1;0.00;236.88;1;veh149;37501148_1;;;;;;
399.00;5;passenger;131.00;1856.83;;268.00;10.14;tripinfo_veh199 routing_veh199;0.20;-0.18;56.98;30534063#6_1;0.00;204.19;1;veh199;182015534#1_1;;;;;;
400.00;24;passenger;147.00;1581.31;;253.00;10.38;tripinfo_veh223 routing_veh223;4.38;0.00;74.58;30533953#5_1;0.00;18.75;1;veh223;177308080#5_1;;;;;;
400.00;85;passenger;29.00;3498.01;;371.00;10.89;tripinfo_veh44 routing_veh44;0.20;0.00;132.10;-324241989_1;0.00;51.83;1;veh44;30616902#1_1;;;;;;
400.00;3;truck;253.00;1234.03;;147.00;10.58;tripinfo_truck32 routing_truck32;7.20;-0.13;32.57;37722022_1;0.00;3.20;1;truck32;29019892#0_1;;;;;;
400.00;0;passenger;91.00;4759.05;;309.00;10.78;tripinfo_veh139 routing_veh139;5.10;-0.63;30.26;279549602#1_1;0.00;0.20;1;veh139;37720450#0_1;;;;;;
401.00;4;passenger;242.00;1081.33;;159.00;10.44;tripinfo_veh368 routing_veh368;5.10;-0.58;36.24;324986676_1;0.00;51.41;1;veh368;172022403#0_1;;;;;;
402.00;0;passenger;139.00;3009.44;;263.00;13.36;tripinfo_veh211 routing_veh211;5.10;-0.09;32.25;-37501148_1;0.00;12.17;1;veh211;38923216#3_1;;;;;;
402.00;0;passenger;321.00;592.91;;81.00;9.85;tripinfo_veh488 routing_veh488;5.10;-0.68;18.14;30598985#8_1;0.00;26.12;1;veh488;30919063#3_1;;;;;;
402.00;0;passenger;128.00;4348.71;;274.00;10.42;tripinfo_veh195 routing_veh195;5.10;-0.54;33.51;205013618#0_1;0.00;2.73;1;veh195;175793381#1_1;;;;;;
403.00;92;passenger;46.00;1830.99;;357.00;10.52;tripinfo_veh70 routing_veh70;5.10;-0.14;159.06;194799786#0_1;0.00;8.00;1;veh70;175790489#2_1;;;;;;
403.00;0;passenger;219.00;1584.85;;184.00;10.75;tripinfo_veh333 routing_veh333;4.95;-0.51;26.74;30993606#4_1;0.00;47.14;1;veh333;38060279#1_1;;;;;;
405.00;12;passenger;116.00;2469.66;;289.00;10.17;tripinfo_veh177 routing_veh177;5.10;-0.68;52.57;182015533#0_3;0.00;28.63;1;veh177;30533350#3_1;;;;;;
406.00;3;passenger;189.00;3036.63;;217.00;10.09;tripinfo_veh286 routing_veh286;0.20;0.47;29.31;182007932#0_1;0.00;34.34;1;veh286;-180762422#0_1;;;;;;
406.00;22;passenger;183.00;1455.93;;223.00;10.93;tripinfo_veh278 routing_veh278;5.10;-0.25;70.06;324751767#0_1;0.00;68.34;1;veh278;39958266#3_1;;;;;;
406.00;0;passenger;136.00;3899.45;;270.00;10.24;tripinfo_veh207 routing_veh207;5.10;-0.45;27.39;29019892#7_1;0.00;140.14;1;veh207;176908074#2_1;;;;;;
406.00;0;passenger;192.00;1889.22;;214.00;10.86;tripinfo_veh292 routing_veh292;5.10;-0.48;37.96;-279549603#0_1;0.00;215.39;1;veh292;324985147#0_1;;;;;;
406.00;110;passenger;45.00;2330.53;;361.00;7.72;tripinfo_veh69 routing_veh69;5.10;-0.48;158.97;175999088#3_1;0.00;0.49;1;veh69;37355823#2_1;;;;;;
407.00;19;passenger;11.00;3682.55;;396.00;10.59;tripinfo_veh17 routing_veh17;5.10;-0.21;75.06;37180457_1;0.00;54.29;1;veh17;30598948#1_1;;;;;;
408.00;16;passenger;125.00;2064.64;;283.00;9.82;tripinfo_veh190 routing_veh190;5.10;-0.25;60.31;37394817#0_1;0.00;50.81;1;veh190;30598933#2_1;;;;;;
409.00;24;passenger;180.00;1622.90;;229.00;10.18;tripinfo_veh274 routing_veh274;5.10;-0.62;63.78;37180739#0_1;0.00;41.95;1;veh274;37180725#9_1;;;;;;
409.00;0;passenger;11.00;3559.42;;398.00;10.20;tripinfo_veh18 routing_veh18;5.10;-0.87;68.45;37180987#2_1;0.00;51.76;1;veh18;30533407#2_1;;;;;;
409.00;23;passenger;69.00;3529.44;;340.00;10.84;tripinfo_veh106 routing_veh106;5.10;-0.87;65.16;-37180452_1;0.00;48.15;1;veh106;180242033#1_1;;;;;;
410.00;0;passenger;278.00;1580.14;;132.00;9.90;tripinfo_veh423 routing_veh423;5.10;-0.84;18.78;37343420#0_1;0.00;0.22;1;veh423;30598958#0_1;;;;;;
412.00;14;truck;221.00;1264.91;;191.00;9.02;tripinfo_truck28 routing_truck28;7.20;-0.49;51.83;177308060#3_1;0.00;1.18;1;truck28;177308063_1;;;;;;
413.00;0;passenger;247.00;1477.33;;166.00;10.73;tripinfo_veh375 routing_veh375;5.10;-0.19;21.08;69103370#5_1;0.00;29.55;1;veh375;38044976_1;;;;;;
413.00;13;passenger;212.00;2276.75;;201.00;10.07;tripinfo_veh322 routing_veh322;5.10;-0.26;51.85;205013618#2_1;0.00;26.85;1;veh322;37347754#8_1;;;;;;
415.00;5;passenger;229.00;1697.88;;186.00;9.81;tripinfo_veh348 routing_veh348;5.10;-0.40;42.37;37180725#2_1;0.00;61.60;1;veh348;30533318#1_1;;;;;;
417.00;0;passenger;300.00;886.83;;117.00;10.09;tripinfo_veh456 routing_veh456;5.10;-0.59;23.61;177338967_1;0.00;3.85;1;veh456;-324985146_1;;;;;;
418.00;0;passenger;299.00;861.05;;119.00;8.55;tripinfo_veh454 routing_veh454;5.10;-0.27;26.61;37180459#0_1;0.00;8.89;1;veh454;176954448_1;;;;;;
418.00;0;passenger;210.00;2211.39;;208.00;10.81;tripinfo_veh320 routing_veh320;5.10;-0.94;24.94;33128055_0;0.00;9.49;1;veh320;175999129#0_1;;;;;;
418.00;2;passenger;95.00;4815.70;;323.00;13.39;tripinfo_veh145 routing_veh145;5.10;-0.58;39.49;-266670737_1;0.00;49.84;1;veh145;37383974_1;;;;;;
418.00;0;passenger;166.00;2790.97;;252.00;10.25;tripinfo_veh253 routing_veh253;5.10;-0.77;48.16;99005064_1;0.00;47.16;1;veh253;182857082#2_1;;;;;;
418.00;107;passenger;119.00;2221.77;;299.00;10.08;tripinfo_veh181 routing_veh181;5.10;-0.31;141.09;324752778#3_1;0.00;0.20;1;veh181;324241990_1;;;;;;
419.00;6;passenger;166.00;2185.54;;253.00;10.95;tripinfo_veh252 routing_veh252;5.10;-0.11;55.83;-180082654_1;0.00;32.07;1;veh252;30417886#2_1;;;;;;
420.00;8;truck;209.00;1328.72;;211.00;7.50;tripinfo_truck26 routing_truck26;7.20;3.33;69.55;30416961#1_1;0.00;17.75;1;truck26;324751734#2_1;;;;;;
420.00;0;passenger;93.00;3665.36;;327.00;15.69;tripinfo_veh142 routing_veh142;5.10;-0.60;31.70;-159080707_0;0.00;124.38;1;veh142;33128397_0;;;;;;
421.00;0;passenger;291.00;1059.06;;130.00;10.69;tripinfo_veh442 routing_veh442;5.10;-0.36;14.81;30530306#4_1;0.00;7.90;1;veh442;182857087#3_1;;;;;;
421.00;0;passenger;186.00;1850.12;;235.00;10.61;tripinfo_veh283 routing_veh283;5.10;-0.55;37.39;37180459#1_1;0.00;22.01;1;veh283;-30529779#2_1;;;;;;
425.00;79;passenger;116.00;1795.86;;309.00;10.21;tripinfo_veh176 routing_veh176;5.10;-0.02;116.19;30530306#1_1;0.00;82.42;1;veh176;30416808#2_1;;;;;;
428.00;28;passenger;177.00;1520.90;;251.00;9.88;tripinfo_veh269 routing_veh269;5.10;-0.32;85.52;37180740#1_1;0.00;60.54;1;veh269;30564973#3_1;;;;;;
428.00;6;passenger;295.00;848.35;;133.00;11.03;tripinfo_veh449 routing_veh449;5.10;-0.97;28.09;324751761#9_1;0.00;63.94;1;veh449;-30533575#6_1;;;;;;
428.00;32;passenger;16.00;4321.99;;412.00;10.60;tripinfo_veh25 routing_veh25;5.10;-0.48;92.75;175999097#0_2;0.00;0.90;1;veh25;38060299_1;;;;;;
429.00;0;passenger;217.00;2075.50;;212.00;13.54;tripinfo_veh330 routing_veh330;5.10;-0.53;30.40;304384078_1;0.00;250.67;1;veh330;177573963_1;;;;;;
431.00;59;passenger;79.00;2709.76;;352.00;9.91;tripinfo_veh121 routing_veh121;5.10;-0.76;108.31;30801995#4_3;0.00;56.73;1;veh121;180328745#2_1;;;;;;
432.00;65;passenger;280.00;586.83;;152.00;7.65;tripinfo_veh426 routing_veh426;5.10;-0.81;91.61;175790472#4_1;0.00;0.20;1;veh426;176910670#1_0;;;;;;
433.00;3;passenger;221.00;2383.58;;212.00;10.40;tripinfo_veh336 routing_veh336;5.10;-0.49;31.83;194799789#0_1;0.00;33.14;1;veh336;30417973#7_1;;;;;;
433.00;0;passenger;302.00;981.12;;131.00;10.45;tripinfo_veh459 routing_veh459;5.10;-0.57;25.92;324751748#2_1;0.00;94.09;1;veh459;4526354#0_1;;;;;;
434.00;27;truck;261.00;994.82;;173.00;8.73;tripinfo_truck33 routing_truck33;7.20;-0.04;67.58;175999088#2_1;0.00;17.86;1;truck33;176910651#0_1;;;;;;
434.00;7;passenger;230.00;2093.03;;204.00;10.98;tripinfo_veh350 routing_veh350;5.10;-0.71;32.95;30801995#5_2;0.00;39.70;1;veh350;177308069#4_1;;;;;;
434.00;2;passenger;183.00;1988.60;;251.00;12.90;tripinfo_veh279 routing_veh279;5.10;-0.91;40.77;175999120#1_1;0.00;57.08;1;veh279;37180296_1;;;;;;
435.00;0;passenger;293.00;1048.59;;142.00;9.84;tripinfo_veh445 routing_veh445;5.10;-0.34;28.55;30598983#0_1;0.00;72.92;1;veh445;37180979#1_1;;;;;;
439.00;5;passenger;290.00;1149.45;;149.00;10.16;tripinfo_veh441 routing_veh441;5.10;-0.70;27.63;176908068#6_1;0.00;11.17;1;veh441;37174481#5_1;;;;;;
440.00;12;passenger;226.00;2831.27;;214.00;12.98;tripinfo_veh343 routing_veh343;5.10;-0.10;47.16;38060303#1_1;0.00;0.56;1;veh343;301007595#1_0;;;;;;
441.00;0;passenger;17.00;3864.87;;424.00;10.56;tripinfo_veh26 routing_veh26;5.10;-0.14;65.91;30598584#4_1;0.00;19.35;1;veh26;30598482#5_1;;;;;;
441.00;17;passenger;42.00;4917.35;;399.00;10.76;tripinfo_veh64 routing_veh64;5.10;-0.19;69.68;37350432#4_1;0.00;458.16;1;veh64;38060333_1;;;;;;
442.00;0;passenger;170.00;2050.99;;272.00;10.61;tripinfo_veh259 routing_veh259;5.10;-0.73;50.44;30417375_1;0.00;40.40;1;veh259;175999088#2_1;;;;;;
442.00;1;passenger;167.00;2328.12;;275.00;13.08;tripinfo_veh254 routing_veh254;5.10;-0.43;49.51;30598847#1_1;0.00;143.05;1;veh254;335278788#1_1;;;;;;
443.00;19;passenger;145.00;4159.56;;298.00;22.00;tripinfo_veh221 routing_veh221;5.10;-0.68;54.90;171874660#1_1;0.00;66.50;1;veh221;30802007#0_0;;;;;;
443.00;78;passenger;105.00;2706.05;;338.00;10.19;tripinfo_veh160 routing_veh160;5.10;-0.47;130.21;33175462_1;0.00;40.80;1;veh160;37350432#5_1;;;;;;
443.00;0;passenger;350.00;570.08;;93.00;10.47;tripinfo_veh531 routing_veh531;0.20;-0.03;22.87;30418072#5_1;0.00;2.55;1;veh531;304384082#17_1;;;;;;
445.00;0;passenger;326.00;1221.23;;119.00;9.93;tripinfo_veh495 routing_veh495;5.10;-0.30;18.73;-335278790_1;0.00;64.64;1;veh495;37501151#4_1;;;;;;
445.00;35;passenger;124.00;3716.71;;321.00;10.26;tripinfo_veh189 routing_veh189;5.10;-0.59;80.05;38060298_1;0.00;123.40;1;veh189;324578414#1_1;;;;;;
445.00;70;passenger;40.00;2473.91;;405.00;2.39;tripinfo_veh62 routing_veh62;5.10;-0.87;134.80;37350436#0_0;0.00;28.36;1;veh62;37180735#0_0;;;;;;
446.00;0;passenger;371.00;567.36;;75.00;9.85;tripinfo_veh564 routing_veh564;5.10;-0.78;13.09;182175774#0_1;0.00;116.87;1;veh564;30541280#1_1;;;;;;
448.00;63;passenger;207.00;1295.51;;241.00;10.96;tripinfo_veh315 routing_veh315;5.10;-0.64;98.51;37174492#4_1;0.00;54.66;1;veh315;230844223#5_1;;;;;;
449.00;28;passenger;50.00;3732.62;;399.00;9.93;tripinfo_veh77 routing_veh77;5.10;-0.76;98.86;171677012#6_1;0.00;0.20;1;veh77;175999097#1_2;;;;;;
451.00;22;passenger;46.00;4247.02;;405.00;10.24;tripinfo_veh71 routing_veh71;5.10;-0.80;90.24;30416743#2_1;0.00;11.60;1;veh71;324986676_1;;;;;;
451.00;49;passenger;155.00;2598.91;;296.00;10.39;tripinfo_veh236 routing_veh236;5.10;-0.57;95.43;194799743#2_1;0.00;223.12;1;veh236;32644646#1_1;;;;;;
453.00;29;passenger;80.00;2976.44;;373.00;12.61;tripinfo_veh122 routing_veh122;1.18;-0.42;88.25;177308063_1;0.00;78.41;1;veh122;326910419#2_1;;;;;;
454.00;44;passenger;262.00;1122.94;;192.00;10.48;tripinfo_veh397 routing_veh397;5.10;0.30;67.85;30616902#0_1;0.00;42.84;1;veh397;37180725#4_1;;;;;;
457.00;0;passenger;378.00;542.23;;79.00;10.48;tripinfo_veh574 routing_veh574;5.10;-0.37;18.26;30417973#1_1;0.00;31.38;1;veh574;30530316#1_1;;;;;;
457.00;1;passenger;122.00;2308.90;;335.00;2.17;tripinfo_veh186 routing_veh186;5.10;-0.61;64.07;177308054#1_1;0.00;117.11;1;veh186;246519215_0;;;;;;
458.00;50;passenger;276.00;944.89;;182.00;12.60;tripinfo_veh419 routing_veh419;1.08;-0.20;87.11;176910666_1;0.00;114.98;1;veh419;194799782#3_1;;;;;;
460.00;1;passenger;226.00;1900.49;;234.00;12.61;tripinfo_veh344 routing_veh344;5.10;-0.76;41.57;29019892#5_1;0.00;224.05;1;veh344;-279548235_1;;;;;;
461.00;0;passenger;264.00;1542.93;;197.00;12.69;tripinfo_veh402 routing_veh402;5.10;-0.99;39.07;29062013#4_1;0.00;13.99;1;veh402;279550956_1;;;;;;
461.00;50;passenger;263.00;1201.59;;198.00;10.19;tripinfo_veh399 routing_veh399;5.10;-0.01;80.06;-194799743#3_1;0.00;24.71;1;veh399;30166961#5_1;;;;;;
461.00;0;passenger;380.00;311.45;;81.00;1.66;tripinfo_veh577 routing_veh577;5.10;-0.35;20.46;30533575#5_1;0.00;24.27;1;veh577;37180735#1_0;;;;;;
463.00;4;passenger;187.00;2190.86;;276.00;10.12;tripinfo_veh285 routing_veh285;5.10;-0.87;57.64;250563619#0_1;0.00;26.45;1;veh285;30598584#0_1;;;;;;
464.00;36;passenger;254.00;1261.74;;210.00;10.33;tripinfo_veh386 routing_veh386;5.10;-0.45;74.09;290618575_1;0.00;42.84;1;veh386;37180725#4_1;;;;;;
464.00;0;passenger;348.00;716.12;;116.00;10.87;tripinfo_veh528 routing_veh528;5.10;-0.05;26.36;37180459#4_1;0.00;55.28;1;veh528;-30534013#3_1;;;;;;
464.00;0;passenger;181.00;2612.35;;283.00;9.96;tripinfo_veh276 routing_veh276;5.10;-0.94;40.68;30541280#0_1;0.00;66.20;1;veh276;37180730#1_1;;;;;;
465.00;9;passenger;10.00;4428.85;;455.00;9.82;tripinfo_veh16 routing_veh16;5.10;-0.55;81.77;182007930_1;0.00;53.90;1;veh16;30418155#1_1;;;;;;
465.00;3;passenger;191.00;3754.20;;274.00;12.83;tripinfo_veh290 routing_veh290;5.10;-0.16;36.88;324043270#1_1;0.00;111.11;1;veh290;177308083_1;;;;;;
466.00;0;passenger;313.00;1354.72;;153.00;10.58;tripinfo_veh475 routing_veh475;5.10;-0.11;16.46;30801995#0_2;0.00;169.01;1;veh475;325001081_1;;;;;;
467.00;0;passenger;401.00;463.60;;66.00;10.11;tripinfo_veh609 routing_veh609;5.10;-0.44;16.44;-360580450_1;0.00;59.15;1;veh609;-230844224_1;;;;;;
468.00;0;passenger;274.00;1530.35;;194.00;9.89;tripinfo_veh417 routing_veh417;5.10;-0.88;33.33;324041270_1;0.00;83.41;1;veh417;37503195#0_1;;;;;;
468.00;9;passenger;197.00;3550.64;;271.00;10.16;tripinfo_veh300 routing_veh300;0.20;-0.76;50.68;324043272#3_1;0.00;86.53;1;veh300;177308073_1;;;;;;
469.00;57;passenger;13.00;4561.72;;456.00;10.35;tripinfo_veh21 routing_veh21;5.10;-0.84;119.15;-268408771#1_1;0.00;58.75;1;veh21;175999158#2_1;;;;;;
470.00;0;passenger;172.00;2847.06;;298.00;11.11;tripinfo_veh261 routing_veh261;5.10;-0.05;36.08;-37347752_1;0.00;54.78;1;veh261;30567637#3_1;;;;;;
473.00;42;passenger;110.00;3769.09;;363.00;9.67;tripinfo_veh167 routing_veh167;0.20;-0.08;82.29;177308097#0_1;0.00;183.28;1;veh167;37350436#0_0;;;;;;
474.00;0;passenger;370.00;796.36;;104.00;10.56;tripinfo_veh562 routing_veh562;5.10;-0.46;17.25;30919063#4_1;0.00;35.51;1;veh562;29062007#2_1;;;;;;
475.00;5;passenger;224.00;3021.93;;251.00;13.23;tripinfo_veh340 routing_veh340;5.10;-0.12;65.91;324985143_1;0.00;169.39;1;veh340;30529948_1;;;;;;
476.00;50;passenger;114.00;4324.15;;362.00;10.25;tripinfo_veh173 routing_veh173;5.10;-0.04;83.18;38923397_1;0.00;70.66;1;veh173;177308057#4_1;;;;;;
479.00;0;passenger;196.00;2450.78;;283.00;13.37;tripinfo_veh298 routing_veh298;5.10;-0.44;36.64;29081858#2_1;0.00;52.33;1;veh298;266658733_1;;;;;;
480.00;0;truck;245.00;2276.32;;235.00;8.84;tripinfo_truck31 routing_truck31;7.20;-0.22;87.08;30598948#3_1;0.00;10.74;1;truck31;221265721#2_1;;;;;;
480.00;39;passenger;270.00;1368.95;;210.00;10.61;tripinfo_veh411 routing_veh411;5.10;-0.92;68.61;37347754#11_1;0.00;13.78;1;veh411;-181961196_1;;;;;;
480.00;3;passenger;187.00;2363.53;;293.00;10.50;tripinfo_veh284 routing_veh284;5.10;-0.21;51.20;37351625#1_1;0.00;140.14;1;veh284;176908074#2_1;;;;;;
483.00;29;passenger;205.00;3037.49;;278.00;11.06;tripinfo_veh311 routing_veh311;5.10;-0.01;69.72;37347754#2_1;0.00;30.46;1;veh311;30530322#1_1;;;;;;
484.00;110;passenger;123.00;2951.56;;361.00;13.86;tripinfo_veh184 routing_veh184;0.20;1.71;162.68;177308058#0_1;0.00;12.35;1;veh184;37295846#1_1;;;;;;
485.00;39;passenger;304.00;930.92;;181.00;10.56;tripinfo_veh460 routing_veh460;5.10;0.77;79.16;39958266#0_1;0.00;57.35;1;veh460;37174492#4_1;;;;;;
485.00;24;passenger;206.00;2790.12;;279.00;13.43;tripinfo_veh313 routing_veh313;5.10;-0.32;94.63;-38060303#2_1;0.00;58.53;1;veh313;-194799789#0_1;;;;;;
485.00;10;passenger;172.00;3763.01;;313.00;12.63;tripinfo_veh262 routing_veh262;5.10;-0.71;51.06;37174491#4_1;0.00;266.64;1;veh262;38923644#1_1;;;;;;
486.00;1;passenger;344.00;1183.70;;142.00;13.21;tripinfo_veh523 routing_veh523;2.61;-0.75;31.56;177338968_1;0.00;14.67;1;veh523;279549603#3_1;;;;;;
486.00;103;passenger;41.00;3958.50;;445.00;12.98;tripinfo_veh63 routing_veh63;5.10;-0.53;174.77;177308050_1;0.00;46.50;1;veh63;-205013604#4_1;;;;;;
489.00;11;truck;63.00;3704.80;;426.00;10.85;tripinfo_truck8 routing_truck8;7.20;-0.28;125.06;338958024#1_1;0.00;71.17;1;truck8;324751761#6_1;;;;;;
490.00;3;passenger;318.00;1168.21;;172.00;10.23;tripinfo_veh483 routing_veh483;5.10;-0.39;41.30;-30533985#0_1;0.00;105.57;1;veh483;324751738_1;;;;;;
492.00;1;passenger;327.00;1462.67;;165.00;9.47;tripinfo_veh497 routing_veh497;5.10;-0.61;23.09;-33128394#1_1;0.00;10.84;1;veh497;-37180727#4_1;;;;;;
493.00;77;passenger;59.00;3197.23;;434.00;10.10;tripinfo_veh90 routing_veh90;5.10;-0.33;149.39;37180987#2_1;0.00;46.80;1;veh90;176910663_1;;;;;;
493.00;24;passenger;259.00;2671.64;;234.00;10.00;tripinfo_veh394 routing_veh394;0.20;-0.72;57.52;32644646#4_2;0.00;59.08;1;veh394;-190433493_1;;;;;;
495.00;120;passenger;125.00;2571.06;;370.00;10.67;tripinfo_veh191 routing_veh191;5.10;-0.90;168.90;176954448_1;0.00;22.83;1;veh191;30418030_1;;;;;;
495.00;15;passenger;235.00;2054.65;;260.00;10.83;tripinfo_veh358 routing_veh358;0.20;-0.99;69.71;177308100#1_1;0.00;53.57;1;veh358;324751750_1;;;;;;
495.00;79;passenger;97.00;2458.36;;398.00;10.60;tripinfo_veh148 routing_veh148;5.10;-0.56;132.97;-335278790_1;0.00;62.93;1;veh148;-37180457_1;;;;;;
496.00;13;passenger;179.00;3446.02;;317.00;13.44;tripinfo_veh272 routing_veh272;5.10;-0.30;86.63;194828057#0_1;0.00;29.32;1;veh272;194799779_1;;;;;;
499.00;68;passenger;67.00;3992.57;;432.00;13.41;tripinfo_veh103 routing_veh103;5.10;-0.90;134.88;230844225_1;0.00;24.14;1;veh103;266658728#1_1;;;;;;
499.00;41;passenger;220.00;1753.94;;279.00;8.85;tripinfo_veh334 routing_veh334;5.10;-0.17;92.11;33128045#4_1;0.00;1.16;1;veh334;30616857_1;;;;;;
500.00;45;passenger;301.00;1058.77;;199.00;10.70;tripinfo_veh458 routing_veh458;5.10;-0.91;82.70;39958266#0_1;0.00;26.85;1;veh458;37347754#8_1;;;;;;
500.00;0;passenger;415.00;655.75;;85.00;9.69;tripinfo_veh630 routing_veh630;5.10;-0.29;16.57;37180457_1;0.00;5.39;1;veh630;324996449_1;;;;;;
